Date,Trigger_Time,Timestamp,Symbol,Direction,Entry_Price,Exit_Price,SL_Price,Target1_Price,Target2_Price,Shares,Outcome,PnL_Rs,Return_Pct,Capital_After
2024-02-08,09:15 AM,2024-02-08 09:15,ACE,LONG,1125.61,1159.38,1103.1,1159.38,1181.89,66,HIT_T1,2228.71,0.014951,151294.15
2024-02-09,09:15 AM,2024-02-09 09:15,BPCL,LONG,277.81,272.26,272.26,286.15,291.7,272,HIT_SL,-1511.3,-0.009989,149782.85
2024-02-09,09:15 AM,2024-02-09 09:15,ACE,LONG,1138.86,1116.08,1116.08,1173.03,1195.81,65,HIT_SL,-1480.52,-0.009884,148302.33
2024-02-09,09:15 AM,2024-02-09 09:15,MAHABANK,LONG,59.01,57.83,57.83,60.78,61.96,1256,HIT_SL,-1482.36,-0.009996,146819.97
2024-02-12,09:15 AM,2024-02-12 09:15,ACE,LONG,1109.57,1102.25,1087.38,1142.86,1165.05,66,EXPIRED_SAME_DAY,-483.3,-0.003292,146336.67
2024-02-12,09:15 AM,2024-02-12 09:15,ADANIGREEN,LONG,1888.05,1850.29,1850.29,1944.69,1982.45,38,HIT_SL,-1434.92,-0.009806,144901.75
2024-02-12,09:15 AM,2024-02-12 09:15,BPCL,LONG,274.16,268.67,268.67,282.38,287.86,264,HIT_SL,-1447.54,-0.00999,143454.21
2024-02-13,09:15 AM,2024-02-13 09:15,ACE,LONG,1102.35,1135.42,1080.3,1135.42,1157.47,65,HIT_T1,2149.58,0.014984,145603.79
2024-02-13,09:15 AM,2024-02-13 09:15,ADANIGREEN,LONG,1853.0,1815.94,1815.94,1908.59,1945.65,39,HIT_SL,-1445.34,-0.009927,144158.45
2024-02-13,09:15 AM,2024-02-13 09:15,CRISIL,LONG,4342.53,4294.13,4255.68,4472.8,4559.65,16,EXPIRED_SAME_DAY,-774.42,-0.005372,143384.03
2024-02-14,09:15 AM,2024-02-14 09:15,ACE,LONG,1142.45,1176.72,1119.6,1176.72,1199.57,62,HIT_T1,2124.95,0.01482,145508.99
2024-02-14,09:15 AM,2024-02-14 09:15,360ONE,LONG,673.9,694.12,660.42,694.12,707.6,107,HIT_T1,2163.22,0.014867,147672.21
2024-02-14,09:15 AM,2024-02-14 09:15,APOLLOHOSP,LONG,6675.56,6710.63,6542.05,6875.82,7009.34,11,EXPIRED_SAME_DAY,385.8,0.002613,148058.02
2024-02-15,09:15 AM,2024-02-15 09:15,360ONE,LONG,695.14,696.7,681.23,715.99,729.89,106,EXPIRED_SAME_DAY,165.58,0.001118,148223.6
2024-02-15,09:15 AM,2024-02-15 09:15,BANKBARODA,LONG,245.87,251.15,240.95,253.25,258.16,301,EXPIRED_SAME_DAY,1590.37,0.01073,149813.97
2024-02-15,09:15 AM,2024-02-15 09:15,APOLLOHOSP,LONG,6706.56,6572.43,6572.43,6907.75,7041.88,11,HIT_SL,-1475.44,-0.009848,148338.53
2024-02-16,09:15 AM,2024-02-16 09:15,AEGISLOG,LONG,429.97,451.47,421.37,442.87,451.47,172,HIT_T2,3697.78,0.024928,152036.3
2024-02-16,09:15 AM,2024-02-16 09:15,BOSCHLTD,LONG,27037.46,27433.53,26496.71,27848.58,28389.33,2,EXPIRED_SAME_DAY,792.14,0.00521,152828.45
2024-02-16,09:15 AM,2024-02-16 09:15,BANKBARODA,LONG,251.52,251.11,246.49,259.06,264.09,303,EXPIRED_SAME_DAY,-124.21,-0.000813,152704.23
2024-02-19,09:15 AM,2024-02-19 09:15,AEGISLOG,LONG,425.64,446.92,417.12,438.4,446.92,179,HIT_T2,3809.44,0.024947,156513.67
2024-02-19,09:15 AM,2024-02-19 09:15,BOSCHLTD,LONG,27502.24,28077.27,26952.19,28327.3,28877.35,2,EXPIRED_SAME_DAY,1150.06,0.007348,157663.73
2024-02-19,09:15 AM,2024-02-19 09:15,ASTERDM,LONG,355.27,352.32,348.16,365.93,373.03,221,EXPIRED_SAME_DAY,-650.95,-0.004129,157012.78
2024-02-20,09:15 AM,2024-02-20 09:15,AEGISLOG,LONG,453.37,444.31,444.31,466.98,476.04,173,HIT_SL,-1568.67,-0.009991,155444.11
2024-02-20,09:15 AM,2024-02-20 09:15,BOSCHLTD,LONG,27986.43,28226.98,27426.71,28826.03,29385.76,2,EXPIRED_SAME_DAY,481.1,0.003095,155925.2
2024-02-20,09:15 AM,2024-02-20 09:15,ANANDRATHI,LONG,925.15,906.64,906.64,952.9,971.4,84,HIT_SL,-1554.25,-0.009968,154370.96
2024-02-21,09:15 AM,2024-02-21 09:15,AEGISLOG,LONG,455.62,446.5,446.5,469.29,478.4,169,HIT_SL,-1539.98,-0.009976,152830.97
2024-02-21,09:15 AM,2024-02-21 09:15,CRISIL,LONG,4854.6,4882.37,4757.51,5000.24,5097.33,15,EXPIRED_SAME_DAY,416.52,0.002725,153247.49
2024-02-21,09:15 AM,2024-02-21 09:15,BPCL,LONG,295.92,290.0,290.0,304.79,310.71,258,HIT_SL,-1526.93,-0.009964,151720.56
2024-02-22,09:15 AM,2024-02-22 09:15,AEGISLOG,LONG,441.63,432.79,432.79,454.87,463.71,171,HIT_SL,-1510.36,-0.009955,150210.2
2024-02-22,09:15 AM,2024-02-22 09:15,CRISIL,LONG,4882.37,4784.72,4784.72,5028.84,5126.49,15,HIT_SL,-1464.71,-0.009751,148745.49
2024-02-22,09:15 AM,2024-02-22 09:15,ABB,LONG,5052.85,5204.44,4951.8,5204.44,5305.5,14,HIT_T1,2122.2,0.014267,150867.69
2024-02-23,09:15 AM,2024-02-23 09:15,ABB,LONG,5266.63,5239.47,5161.3,5424.63,5529.96,14,EXPIRED_SAME_DAY,-380.23,-0.00252,150487.46
2024-02-23,09:15 AM,2024-02-23 09:15,CRISIL,LONG,4806.0,4729.5,4709.88,4950.18,5046.3,15,EXPIRED_SAME_DAY,-1147.61,-0.007626,149339.85
2024-02-23,09:15 AM,2024-02-23 09:15,AWL,LONG,360.22,378.23,353.01,371.02,378.23,207,HIT_T2,3728.26,0.024965,153068.11
2024-02-26,09:15 AM,2024-02-26 09:15,ABB,LONG,5207.4,5103.26,5103.26,5363.63,5467.77,14,HIT_SL,-1458.07,-0.009526,151610.04
2024-02-26,09:15 AM,2024-02-26 09:15,AWL,LONG,388.97,400.64,381.19,400.64,408.42,194,HIT_T1,2263.79,0.014932,153873.83
2024-02-26,09:15 AM,2024-02-26 09:15,BEL,LONG,201.91,200.53,197.87,207.97,212.0,381,EXPIRED_SAME_DAY,-523.7,-0.003403,153350.14
2024-02-27,09:15 AM,2024-02-27 09:15,ABB,LONG,5120.87,5274.5,5018.46,5274.5,5376.92,14,HIT_T1,2150.77,0.014025,155500.91
2024-02-27,09:15 AM,2024-02-27 09:15,360ONE,LONG,755.47,740.36,740.36,778.14,793.25,102,HIT_SL,-1541.16,-0.009911,153959.74
2024-02-27,09:15 AM,2024-02-27 09:15,ADANIENSOL,LONG,1182.0,1158.36,1158.36,1217.46,1241.1,65,HIT_SL,-1536.6,-0.009981,152423.14
2024-02-28,09:15 AM,2024-02-28 09:15,ABB,LONG,5286.06,5274.98,5180.34,5444.64,5550.36,14,EXPIRED_SAME_DAY,-155.08,-0.001017,152268.06
2024-02-28,09:15 AM,2024-02-28 09:15,BEML,LONG,1656.65,1623.52,1623.52,1706.35,1739.48,45,HIT_SL,-1490.99,-0.009792,150777.07
2024-02-28,09:15 AM,2024-02-28 09:15,ACE,LONG,1253.24,1228.17,1228.17,1290.83,1315.9,60,HIT_SL,-1503.88,-0.009974,149273.19
2024-02-29,09:15 AM,2024-02-29 09:15,ACE,LONG,1215.58,1276.36,1191.27,1252.04,1276.36,61,HIT_T2,3707.51,0.024837,152980.7
2024-02-29,09:15 AM,2024-02-29 09:15,BEL,LONG,201.71,197.68,197.68,207.76,211.8,379,HIT_SL,-1528.99,-0.009995,151451.71
2024-02-29,09:15 AM,2024-02-29 09:15,ABB,LONG,5290.87,5290.87,5185.05,5449.6,5555.42,14,EXPIRED_SAME_DAY,0.0,0.0,151451.71
2024-03-01,09:15 AM,2024-03-01 09:15,ACE,LONG,1294.18,1358.89,1268.3,1333.01,1358.89,58,HIT_T2,3753.13,0.024781,155204.85
2024-03-01,09:15 AM,2024-03-01 09:15,APLAPOLLO,LONG,1536.51,1538.75,1505.78,1582.61,1613.34,50,EXPIRED_SAME_DAY,111.68,0.00072,155316.53
2024-03-01,09:15 AM,2024-03-01 09:15,BSE,LONG,781.14,770.08,765.52,804.58,820.2,99,EXPIRED_SAME_DAY,-1094.74,-0.007048,154221.79
2024-03-04,09:15 AM,2024-03-04 09:15,ACE,LONG,1483.88,1454.2,1454.2,1528.39,1558.07,51,HIT_SL,-1513.56,-0.009814,152708.23
2024-03-04,09:15 AM,2024-03-04 09:15,CGPOWER,LONG,474.06,467.09,464.58,488.28,497.76,161,EXPIRED_SAME_DAY,-1122.28,-0.007349,151585.95
2024-03-04,09:15 AM,2024-03-04 09:15,APLAPOLLO,LONG,1528.67,1530.26,1498.1,1574.53,1605.11,49,EXPIRED_SAME_DAY,77.83,0.000513,151663.78
2024-03-05,09:15 AM,2024-03-05 09:15,ACE,LONG,1396.8,1397.5,1368.87,1438.71,1466.64,54,EXPIRED_SAME_DAY,37.66,0.000248,151701.43
2024-03-05,09:15 AM,2024-03-05 09:15,BHEL,LONG,263.87,258.59,258.59,271.79,277.06,287,HIT_SL,-1514.61,-0.009984,150186.82
2024-03-05,09:15 AM,2024-03-05 09:15,CGPOWER,LONG,468.03,461.31,458.67,482.07,491.44,160,EXPIRED_SAME_DAY,-1075.48,-0.007161,149111.34
2024-03-06,09:15 AM,2024-03-06 09:15,BHEL,LONG,269.04,263.66,263.66,277.11,282.49,277,HIT_SL,-1490.47,-0.009996,147620.87
2024-03-06,09:15 AM,2024-03-06 09:15,ACE,LONG,1409.26,1451.53,1381.07,1451.53,1479.72,52,HIT_T1,2198.44,0.014892,149819.31
2024-03-06,09:15 AM,2024-03-06 09:15,ANANDRATHI,LONG,980.9,961.28,961.28,1010.33,1029.95,76,HIT_SL,-1490.97,-0.009952,148328.34
2024-03-07,09:15 AM,2024-03-07 09:15,ACE,LONG,1385.84,1358.13,1358.13,1427.42,1455.14,53,HIT_SL,-1468.99,-0.009904,146859.34
2024-03-07,09:15 AM,2024-03-07 09:15,BHEL,LONG,255.17,255.92,250.07,262.83,267.93,287,EXPIRED_SAME_DAY,213.93,0.001457,147073.27
2024-03-07,09:15 AM,2024-03-07 09:15,BANKINDIA,LONG,132.3,133.35,129.65,136.27,138.91,555,EXPIRED_SAME_DAY,583.14,0.003965,147656.41
2024-03-11,09:15 AM,2024-03-11 09:15,BHEL,LONG,257.51,252.36,252.36,265.23,270.38,286,HIT_SL,-1472.95,-0.009976,146183.46
2024-03-11,09:15 AM,2024-03-11 09:15,BAJAJ-AUTO,LONG,8608.32,8436.15,8436.15,8866.57,9038.73,8,HIT_SL,-1377.33,-0.009422,144806.13
2024-03-11,09:15 AM,2024-03-11 09:15,BANKINDIA,LONG,134.58,131.89,131.89,138.62,141.31,537,HIT_SL,-1445.41,-0.009982,143360.72
2024-03-12,09:15 AM,2024-03-12 09:15,BHEL,LONG,253.43,248.37,248.37,261.04,266.11,282,HIT_SL,-1429.37,-0.00997,141931.35
2024-03-12,09:15 AM,2024-03-12 09:15,BAJAJ-AUTO,LONG,8239.6,8135.38,8074.81,8486.79,8651.58,8,EXPIRED_SAME_DAY,-833.79,-0.005875,141097.56
2024-03-12,09:15 AM,2024-03-12 09:15,ABB,LONG,5684.46,5570.77,5570.77,5854.99,5968.68,12,HIT_SL,-1364.27,-0.009669,139733.29
2024-03-13,09:15 AM,2024-03-13 09:15,BHARTIARTL,LONG,1180.43,1156.83,1156.83,1215.85,1239.46,59,HIT_SL,-1392.91,-0.009968,138340.38
2024-03-13,09:15 AM,2024-03-13 09:15,DMART,LONG,4055.0,3973.9,3973.9,4176.65,4257.75,17,HIT_SL,-1378.7,-0.009966,136961.68
2024-03-13,09:15 AM,2024-03-13 09:15,BALKRISIND,LONG,2327.73,2281.17,2281.17,2397.56,2444.12,29,HIT_SL,-1350.08,-0.009857,135611.59
2024-03-14,09:15 AM,2024-03-14 09:15,DMART,LONG,3966.95,4019.25,3887.61,4085.96,4165.3,17,EXPIRED_SAME_DAY,889.1,0.006556,136500.69
2024-03-14,09:15 AM,2024-03-14 09:15,BAJFINANCE,LONG,634.55,621.86,621.86,653.59,666.28,107,HIT_SL,-1357.94,-0.009948,135142.76
2024-03-14,09:15 AM,2024-03-14 09:15,BAJAJFINSV,LONG,1562.52,1560.62,1531.27,1609.39,1640.64,43,EXPIRED_SAME_DAY,-81.54,-0.000603,135061.22
2024-03-15,09:15 AM,2024-03-15 09:15,ABBOTINDIA,LONG,26892.44,26983.88,26354.6,27699.22,28237.07,2,EXPIRED_SAME_DAY,182.87,0.001354,135244.09
2024-03-15,09:15 AM,2024-03-15 09:15,DMART,LONG,4019.45,3939.06,3939.06,4140.03,4220.42,16,HIT_SL,-1286.22,-0.00951,133957.87
2024-03-15,09:15 AM,2024-03-15 09:15,AUBANK,LONG,581.7,576.07,570.06,599.15,610.78,115,EXPIRED_SAME_DAY,-647.3,-0.004832,133310.57
2024-03-18,09:15 AM,2024-03-18 09:15,ABBOTINDIA,LONG,27312.25,26766.0,26766.0,28131.61,28677.86,2,HIT_SL,-1092.49,-0.008195,132218.08
2024-03-18,09:15 AM,2024-03-18 09:15,CGPOWER,LONG,474.01,464.53,464.53,488.23,497.71,139,HIT_SL,-1317.74,-0.009966,130900.33
2024-03-18,09:15 AM,2024-03-18 09:15,BLS,LONG,353.78,346.71,346.71,364.4,371.47,185,HIT_SL,-1308.99,-0.01,129591.34
2024-03-19,09:15 AM,2024-03-19 09:15,CRISIL,LONG,5036.39,4935.67,4935.67,5187.48,5288.21,12,HIT_SL,-1208.73,-0.009327,128382.6
2024-03-19,09:15 AM,2024-03-19 09:15,ABBOTINDIA,LONG,27359.75,26812.55,26812.55,28180.54,28727.73,2,HIT_SL,-1094.39,-0.008524,127288.21
2024-03-19,09:15 AM,2024-03-19 09:15,BLUEJET,LONG,362.61,363.71,355.36,373.49,380.75,175,EXPIRED_SAME_DAY,191.79,0.001507,127480.0
2024-03-20,09:15 AM,2024-03-20 09:15,BLUEJET,LONG,368.54,361.17,361.17,379.6,386.97,172,HIT_SL,-1267.79,-0.009945,126212.22
2024-03-20,09:15 AM,2024-03-20 09:15,CGPOWER,LONG,480.08,504.09,470.48,494.49,504.09,131,HIT_T2,3144.54,0.024915,129356.76
2024-03-20,09:15 AM,2024-03-20 09:15,ABBOTINDIA,LONG,26789.8,26254.0,26254.0,27593.49,28129.29,2,HIT_SL,-1071.59,-0.008284,128285.17
2024-03-21,09:15 AM,2024-03-21 09:15,ACE,LONG,1291.99,1356.59,1266.15,1330.75,1356.59,49,HIT_T2,3165.38,0.024675,131450.55
2024-03-21,09:15 AM,2024-03-21 09:15,BLS,LONG,319.91,320.75,313.51,329.5,335.9,205,EXPIRED_SAME_DAY,172.34,0.001311,131622.89
2024-03-21,09:15 AM,2024-03-21 09:15,MAPMYINDIA,LONG,1789.51,1793.88,1753.72,1843.19,1878.98,36,EXPIRED_SAME_DAY,157.39,0.001196,131780.28
2024-03-22,09:15 AM,2024-03-22 09:15,CGPOWER,LONG,539.13,528.35,528.35,555.31,566.09,122,HIT_SL,-1315.49,-0.009982,130464.79
2024-03-22,09:15 AM,2024-03-22 09:15,ACE,LONG,1403.78,1375.7,1375.7,1445.89,1473.97,46,HIT_SL,-1291.47,-0.009899,129173.31
2024-03-22,09:15 AM,2024-03-22 09:15,BSE,LONG,741.26,726.43,726.43,763.5,778.32,87,HIT_SL,-1289.79,-0.009985,127883.52
2024-03-26,09:15 AM,2024-03-26 09:15,CGPOWER,LONG,525.79,541.56,515.28,541.56,552.08,121,HIT_T1,1908.62,0.014925,129792.14
2024-03-26,09:15 AM,2024-03-26 09:15,ACE,LONG,1374.88,1347.39,1347.39,1416.13,1443.63,47,HIT_SL,-1292.39,-0.009957,128499.75
2024-03-26,09:15 AM,2024-03-26 09:15,BHEL,LONG,237.04,238.33,232.29,244.15,248.89,271,EXPIRED_SAME_DAY,350.14,0.002725,128849.89
2024-03-27,09:15 AM,2024-03-27 09:15,APARINDS,LONG,6768.04,7106.44,6632.68,6971.08,7106.44,9,HIT_T2,3045.62,0.023637,131895.5
2024-03-27,09:15 AM,2024-03-27 09:15,CGPOWER,LONG,542.22,546.21,531.38,558.49,569.33,121,EXPIRED_SAME_DAY,481.97,0.003654,132377.48
2024-03-27,09:15 AM,2024-03-27 09:15,BSE,LONG,768.62,807.05,753.24,791.67,807.05,86,HIT_T2,3305.05,0.024967,135682.53
2024-03-28,09:15 AM,2024-03-28 09:15,BSE,LONG,820.1,844.7,803.7,844.7,861.1,82,HIT_T1,2017.44,0.014869,137699.97
2024-03-28,09:15 AM,2024-03-28 09:15,ANGELONE,LONG,292.94,287.08,287.08,301.73,307.59,235,HIT_SL,-1376.82,-0.009999,136323.15
2024-03-28,09:15 AM,2024-03-28 09:15,APARINDS,LONG,6999.43,6859.45,6859.45,7209.42,7349.41,9,HIT_SL,-1259.9,-0.009242,135063.25
2024-04-01,09:15 AM,2024-04-01 09:15,BSE,LONG,842.91,885.05,826.05,868.19,885.05,80,HIT_T2,3371.63,0.024963,138434.88
2024-04-01,09:15 AM,2024-04-01 09:15,ANGELONE,LONG,301.13,295.11,295.11,310.17,316.19,229,HIT_SL,-1379.18,-0.009963,137055.7
2024-04-01,09:15 AM,2024-04-01 09:15,ABREL,LONG,1651.84,1701.4,1618.8,1701.4,1734.43,41,HIT_T1,2031.76,0.014824,139087.46
2024-04-02,09:15 AM,2024-04-02 09:15,BSE,LONG,896.02,908.48,878.1,922.9,940.82,77,EXPIRED_SAME_DAY,959.32,0.006897,140046.78
2024-04-02,09:15 AM,2024-04-02 09:15,ABREL,LONG,1690.7,1656.88,1656.88,1741.42,1775.23,41,HIT_SL,-1386.37,-0.009899,138660.41
2024-04-02,09:15 AM,2024-04-02 09:15,ANGELONE,LONG,290.83,290.11,285.01,299.55,305.37,238,EXPIRED_SAME_DAY,-169.71,-0.001224,138490.69
2024-04-03,09:15 AM,2024-04-03 09:15,BSE,LONG,903.09,948.25,885.03,930.18,948.25,76,HIT_T2,3431.75,0.02478,141922.44
2024-04-03,09:15 AM,2024-04-03 09:15,ABFRL,LONG,235.0,236.3,230.3,242.05,246.75,301,EXPIRED_SAME_DAY,391.3,0.002757,142313.74
2024-04-03,09:15 AM,2024-04-03 09:15,ABCAPITAL,LONG,200.0,206.0,196.0,206.0,210.0,355,HIT_T1,2130.0,0.014967,144443.74
2024-04-04,09:15 AM,2024-04-04 09:15,BSE,LONG,950.55,931.54,931.54,979.07,998.08,75,HIT_SL,-1425.83,-0.009871,143017.91
2024-04-04,09:15 AM,2024-04-04 09:15,ADANIPOWER,LONG,126.03,128.4,123.51,129.81,132.33,567,EXPIRED_SAME_DAY,1343.79,0.009396,144361.7
2024-04-04,09:15 AM,2024-04-04 09:15,ANGELONE,LONG,306.94,300.8,300.8,316.15,322.29,235,HIT_SL,-1442.63,-0.009993,142919.07
2024-04-05,09:15 AM,2024-04-05 09:15,ADANIPOWER,LONG,126.0,125.34,123.48,129.78,132.3,567,EXPIRED_SAME_DAY,-374.22,-0.002618,142544.85
2024-04-05,09:15 AM,2024-04-05 09:15,BSE,LONG,945.94,947.78,927.02,974.32,993.24,75,EXPIRED_SAME_DAY,138.43,0.000971,142683.28
2024-04-05,09:15 AM,2024-04-05 09:15,ABCAPITAL,LONG,205.4,201.29,201.29,211.56,215.67,347,HIT_SL,-1425.48,-0.00999,141257.8
2024-04-08,09:15 AM,2024-04-08 09:15,AAVAS,LONG,1610.0,1658.3,1577.8,1658.3,1690.5,43,HIT_T1,2076.9,0.014703,143334.7
2024-04-08,09:15 AM,2024-04-08 09:15,ADANIPOWER,LONG,126.4,123.87,123.87,130.19,132.72,566,HIT_SL,-1430.85,-0.009983,141903.85
2024-04-08,09:15 AM,2024-04-08 09:15,ABCAPITAL,LONG,205.85,203.15,201.73,212.03,216.14,344,EXPIRED_SAME_DAY,-928.8,-0.006545,140975.05
2024-04-09,09:15 AM,2024-04-09 09:15,ASTERDM,LONG,377.62,370.07,370.07,388.95,396.51,186,HIT_SL,-1404.76,-0.009965,139570.29
2024-04-09,09:15 AM,2024-04-09 09:15,AAVAS,LONG,1626.05,1593.53,1593.53,1674.83,1707.35,42,HIT_SL,-1365.88,-0.009786,138204.4
2024-04-09,09:15 AM,2024-04-09 09:15,ABFRL,LONG,239.5,237.3,234.71,246.68,251.47,288,EXPIRED_SAME_DAY,-633.6,-0.004585,137570.81
2024-04-10,09:15 AM,2024-04-10 09:15,ANANDRATHI,LONG,1012.84,992.59,992.59,1043.23,1063.49,67,HIT_SL,-1357.21,-0.009866,136213.59
2024-04-10,09:15 AM,2024-04-10 09:15,ASTERDM,LONG,360.14,358.93,352.94,370.94,378.15,189,EXPIRED_SAME_DAY,-228.39,-0.001677,135985.21
2024-04-10,09:15 AM,2024-04-10 09:15,ARE&M,LONG,883.08,865.42,865.42,909.57,927.23,76,HIT_SL,-1342.28,-0.009871,134642.92
2024-04-12,09:15 AM,2024-04-12 09:15,ASTERDM,LONG,367.81,368.71,360.45,378.84,386.2,183,EXPIRED_SAME_DAY,165.85,0.001232,134808.78
2024-04-12,09:15 AM,2024-04-12 09:15,AAVAS,LONG,1551.0,1628.55,1519.98,1597.53,1628.55,43,HIT_T2,3334.65,0.024736,138143.43
2024-04-12,09:15 AM,2024-04-12 09:15,ANANDRATHI,LONG,967.81,996.84,948.45,996.84,1016.2,71,HIT_T1,2061.44,0.014922,140204.86
2024-04-15,09:15 AM,2024-04-15 09:15,ANANDRATHI,LONG,958.48,1006.41,939.31,987.24,1006.41,73,HIT_T2,3498.47,0.024953,143703.33
2024-04-15,09:15 AM,2024-04-15 09:15,ARE&M,LONG,844.05,851.61,827.17,869.37,886.25,85,EXPIRED_SAME_DAY,642.79,0.004473,144346.13
2024-04-15,09:15 AM,2024-04-15 09:15,AEGISLOG,LONG,462.75,485.89,453.5,476.64,485.89,155,HIT_T2,3586.35,0.024845,147932.47
2024-04-16,09:15 AM,2024-04-16 09:15,ANANDRATHI,LONG,1032.61,1011.96,1011.96,1063.59,1084.24,71,HIT_SL,-1466.3,-0.009912,146466.17
2024-04-16,09:15 AM,2024-04-16 09:15,ASTERDM,LONG,402.66,394.61,394.61,414.74,422.79,181,HIT_SL,-1457.63,-0.009952,145008.54
2024-04-16,09:15 AM,2024-04-16 09:15,AEGISLOG,LONG,475.05,498.8,465.54,489.3,498.8,152,HIT_T2,3610.34,0.024897,148618.88
2024-04-18,09:15 AM,2024-04-18 09:15,AEGISLOG,LONG,516.13,541.94,505.81,531.61,541.94,143,HIT_T2,3690.33,0.024831,152309.21
2024-04-18,09:15 AM,2024-04-18 09:15,ARE&M,LONG,951.39,998.95,932.36,979.93,998.95,80,HIT_T2,3805.54,0.024986,156114.75
2024-04-18,09:15 AM,2024-04-18 09:15,ANANDRATHI,LONG,1019.76,1022.26,999.37,1050.35,1070.75,76,EXPIRED_SAME_DAY,189.63,0.001215,156304.38
2024-04-19,09:15 AM,2024-04-19 09:15,AEGISLOG,LONG,489.74,484.35,479.94,504.43,514.22,159,EXPIRED_SAME_DAY,-856.46,-0.005479,155447.92
2024-04-19,09:15 AM,2024-04-19 09:15,360ONE,LONG,777.15,800.46,761.6,800.46,816.0,100,HIT_T1,2331.44,0.014998,157779.36
2024-04-19,09:15 AM,2024-04-19 09:15,ARE&M,LONG,952.41,1000.03,933.36,980.98,1000.03,82,HIT_T2,3904.88,0.024749,161684.24
2024-04-22,09:15 AM,2024-04-22 09:15,ARE&M,LONG,995.3,1016.18,975.39,1025.15,1045.06,81,EXPIRED_SAME_DAY,1691.42,0.010461,163375.66
2024-04-22,09:15 AM,2024-04-22 09:15,ASTERDM,LONG,401.75,393.72,393.72,413.81,421.84,203,HIT_SL,-1631.12,-0.009984,161744.53
2024-04-22,09:15 AM,2024-04-22 09:15,360ONE,LONG,781.05,765.43,765.43,804.48,820.1,103,HIT_SL,-1608.97,-0.009948,160135.57
2024-04-23,09:15 AM,2024-04-23 09:15,ARE&M,LONG,1025.4,1076.67,1004.89,1056.16,1076.67,78,HIT_T2,3999.05,0.024973,164134.62
2024-04-23,09:15 AM,2024-04-23 09:15,BHARTIHEXA,LONG,906.69,908.85,888.56,933.89,952.03,90,EXPIRED_SAME_DAY,194.08,0.001182,164328.7
2024-04-23,09:15 AM,2024-04-23 09:15,CGPOWER,LONG,532.76,531.92,522.11,548.74,559.4,154,EXPIRED_SAME_DAY,-130.35,-0.000793,164198.35
2024-04-24,09:15 AM,2024-04-24 09:15,ARE&M,LONG,1145.57,1122.65,1122.65,1179.93,1202.84,71,HIT_SL,-1626.7,-0.009907,162571.65
2024-04-24,09:15 AM,2024-04-24 09:15,BHARTIHEXA,LONG,912.18,939.55,893.94,939.55,957.79,89,HIT_T1,2435.52,0.014981,165007.18
2024-04-24,09:15 AM,2024-04-24 09:15,BSE,LONG,1068.17,1046.81,1046.81,1100.21,1121.58,77,HIT_SL,-1644.98,-0.009969,163362.19
2024-04-25,09:15 AM,2024-04-25 09:15,ARE&M,LONG,1105.31,1083.21,1083.21,1138.47,1160.58,73,HIT_SL,-1613.76,-0.009878,161748.44
2024-04-25,09:15 AM,2024-04-25 09:15,AEGISLOG,LONG,585.14,589.26,573.43,602.69,614.39,138,EXPIRED_SAME_DAY,569.09,0.003518,162317.52
2024-04-25,09:15 AM,2024-04-25 09:15,APARINDS,LONG,7732.41,7755.04,7577.77,7964.39,8119.03,10,EXPIRED_SAME_DAY,226.26,0.001394,162543.78
2024-04-26,09:15 AM,2024-04-26 09:15,AEGISLOG,LONG,588.03,617.44,576.27,605.67,617.44,138,HIT_T2,4057.43,0.024962,166601.21
2024-04-26,09:15 AM,2024-04-26 09:15,ABFRL,LONG,266.5,274.5,261.17,274.5,279.82,312,HIT_T1,2494.44,0.014973,169095.65
2024-04-26,09:15 AM,2024-04-26 09:15,BDL,LONG,1027.61,1007.06,1007.06,1058.44,1078.99,82,HIT_SL,-1685.28,-0.009966,167410.37
2024-04-29,09:15 AM,2024-04-29 09:15,AEGISLOG,LONG,624.46,655.68,611.97,643.19,655.68,134,HIT_T2,4183.88,0.024992,171594.26
2024-04-29,09:15 AM,2024-04-29 09:15,BIOCON,LONG,309.29,303.1,303.1,318.56,324.75,277,HIT_SL,-1713.45,-0.009985,169880.81
2024-04-29,09:15 AM,2024-04-29 09:15,ABFRL,LONG,271.0,265.58,265.58,279.13,284.55,313,HIT_SL,-1696.46,-0.009986,168184.35
2024-04-30,09:15 AM,2024-04-30 09:15,AEGISLOG,LONG,684.35,670.67,670.67,704.88,718.57,122,HIT_SL,-1669.82,-0.009929,166514.53
2024-04-30,09:15 AM,2024-04-30 09:15,ABCAPITAL,LONG,241.75,236.92,236.92,249.0,253.84,344,HIT_SL,-1663.24,-0.009989,164851.29
2024-04-30,09:15 AM,2024-04-30 09:15,BIOCON,LONG,305.7,299.59,299.59,314.87,320.99,269,HIT_SL,-1644.67,-0.009977,163206.62
2024-05-02,09:15 AM,2024-05-02 09:15,AEGISLOG,LONG,668.64,655.27,655.27,688.7,702.08,122,HIT_SL,-1631.49,-0.009996,161575.13
2024-05-02,09:15 AM,2024-05-02 09:15,AXISBANK,LONG,1153.23,1147.1,1130.17,1187.83,1210.89,70,EXPIRED_SAME_DAY,-429.47,-0.002658,161145.66
2024-05-02,09:15 AM,2024-05-02 09:15,ASHOKLEY,LONG,93.12,95.91,91.26,95.91,97.77,865,HIT_T1,2416.44,0.014995,163562.1
